case_id,label,predictions_true,nr_prefixes
201559,false,0.2327,1
201562,true,0.2534,1
201565,false,0.1756,1
201568,true,0.4068,1
201571,false,0.1346,1
201580,false,0.1779,1
201599,false,0.1612,1
201602,false,0.3887,1
201605,true,0.4450,1
201608,false,0.2109,1
201611,true,0.2822,1
201614,false,0.1756,1
201617,true,0.4388,1
201620,false,0.0914,1
201626,false,0.5271,1
201629,false,0.4204,1
201635,false,0.1651,1
201644,false,0.4450,1
201662,true,0.5163,1
201665,false,0.1350,1
201668,true,0.3826,1
201671,false,0.1732,1
201674,true,0.2074,1
201677,true,0.3292,1
201680,true,0.4969,1
201683,false,0.4191,1
201686,false,0.3400,1
201689,false,0.4121,1
201692,false,0.4343,1
201695,false,0.3744,1
201701,false,0.5021,1
201704,true,0.4048,1
201710,true,0.4567,1
201713,false,0.2585,1
201716,true,0.4008,1
201719,false,0.3868,1
201722,false,0.3887,1
201725,true,0.2840,1
201728,false,0.1337,1
201731,false,0.1902,1
201737,false,0.1756,1
201740,true,0.3623,1
201743,true,0.4810,1
201746,false,0.1917,1
201749,true,0.5069,1
201752,false,0.3967,1
201755,true,0.4584,1
201758,true,0.5088,1
201761,true,0.4055,1
201767,false,0.2208,1
201770,true,0.5192,1
201776,false,0.1691,1
201779,true,0.1801,1
201782,false,0.4245,1
201794,true,0.4377,1
201797,true,0.1255,1
201800,false,0.1265,1
201803,false,0.3601,1
201812,false,0.1952,1
201815,false,0.2484,1
201821,false,0.4022,1
201824,true,0.4288,1
201830,false,0.2117,1
201833,true,0.2808,1
201836,true,0.1367,1
201839,false,0.1930,1
201842,true,0.2658,1
201845,true,0.4042,1
201848,true,0.4475,1
201851,false,0.2213,1
201854,true,0.4938,1
201857,false,0.1281,1
201879,false,0.1764,1
201882,true,0.0724,1
201885,true,0.4701,1
201888,false,0.3808,1
201891,true,0.2327,1
201894,false,0.4011,1
201895,true,0.4242,1
201900,false,0.1543,1
201903,false,0.0513,1
201906,false,0.4957,1
201909,true,0.4222,1
201912,false,0.3808,1
201915,true,0.3752,1
201918,false,0.3967,1
201921,true,0.4441,1
201924,false,0.1666,1
201927,true,0.4842,1
201930,false,0.3176,1
201933,false,0.1596,1
201936,true,0.4040,1
201939,false,0.0650,1
201942,false,0.3993,1
201945,false,0.4322,1
201948,false,0.5563,1
201951,true,0.2182,1
201954,false,0.4903,1
201960,false,0.4878,1
201963,false,0.4903,1
201966,false,0.4703,1
201969,false,0.0537,1
201972,false,0.4903,1
201975,false,0.4903,1
201978,false,0.4903,1
201981,false,0.4903,1
201984,false,0.4552,1
201987,false,0.2135,1
201990,false,0.4247,1
201993,false,0.1683,1
201996,false,0.2355,1
201999,false,0.2355,1
202002,false,0.3661,1
202005,false,0.4008,1
202008,false,0.4008,1
202011,false,0.1168,1
202014,false,0.2756,1
202020,true,0.3250,1
202023,false,0.1744,1
202026,true,0.3431,1
202029,false,0.3698,1
202032,false,0.2225,1
202035,true,0.4530,1
202038,true,0.2563,1
202039,true,0.4703,1
202044,true,0.3870,1
202047,true,0.4866,1
202050,true,0.4247,1
202056,true,0.2598,1
202059,false,0.4008,1
202062,false,0.0864,1
202065,false,0.0952,1
202068,true,0.4012,1
202071,true,0.4481,1
202074,true,0.2305,1
202077,false,0.2926,1
202080,true,0.2652,1
202083,false,0.0788,1
202086,true,0.2596,1
202089,false,0.5196,1
202095,false,0.4247,1
202101,false,0.2652,1
202107,false,0.3808,1
202110,true,0.2596,1
202113,false,0.5181,1
202116,false,0.2711,1
202119,false,0.2876,1
202122,false,0.4042,1
202125,false,0.1512,1
202128,false,0.2772,1
202134,false,0.1302,1
202137,false,0.1265,1
202140,false,0.2774,1
202143,false,0.3428,1
202146,false,0.2459,1
202149,true,0.1265,1
202152,false,0.1928,1
202155,false,0.1333,1
202158,false,0.1263,1
202159,false,0.1681,1
202164,false,0.2404,1
202170,false,0.3027,1
202173,false,0.2451,1
202179,false,0.2505,1
202182,true,0.2531,1
202185,true,0.1659,1
202191,false,0.1561,1
202199,false,0.1094,1
202202,false,0.1683,1
202205,false,0.4973,1
202208,false,0.2151,1
202211,true,0.3808,1
202223,true,0.3808,1
202238,false,0.2151,1
202241,false,0.0833,1
202247,false,0.5212,1
202253,false,0.4567,1
202256,true,0.2182,1
202259,true,0.4262,1
202265,false,0.2505,1
202268,false,0.4141,1
202271,true,0.5001,1
202277,false,0.2020,1
202283,false,0.1616,1
202289,true,0.5192,1
202292,false,0.2779,1
202298,false,0.4008,1
202301,false,0.1657,1
202304,false,0.1746,1
202307,true,0.1875,1
202310,false,0.4186,1
202319,false,0.2290,1
202322,false,0.1242,1
202325,true,0.5176,1
202331,false,0.1861,1
202334,false,0.1744,1
202340,true,0.3826,1
202343,true,0.3811,1
202346,false,0.2382,1
202352,false,0.1766,1
202355,false,0.1681,1
202358,true,0.3808,1
202361,true,0.5363,1
202373,true,0.5165,1
202379,true,0.4245,1
202382,true,0.1462,1
202385,true,0.4463,1
202388,true,0.1267,1
202391,false,0.2855,1
202397,true,0.4246,1
202418,true,0.1030,1
202421,false,0.4415,1
202424,false,0.0741,1
202427,false,0.2077,1
202439,false,0.0590,1
202442,true,0.1964,1
202445,false,0.1697,1
202448,false,0.2515,1
202457,true,0.4017,1
202479,true,0.4657,1
202485,false,0.4106,1
202494,false,0.3453,1
202512,false,0.2618,1
202515,false,0.2678,1
202518,false,0.4040,1
202521,true,0.3966,1
202524,true,0.3874,1
202527,false,0.3683,1
202530,false,0.4615,1
202533,false,0.3966,1
202536,true,0.3887,1
202539,true,0.3966,1
202542,true,0.4140,1
202545,true,0.2156,1
202548,true,0.4755,1
202551,false,0.3826,1
202563,false,0.2959,1
202566,false,0.2340,1
202569,true,0.4191,1
202572,false,0.1612,1
202575,false,0.4088,1
202578,false,0.2470,1
202593,false,0.2232,1
202596,true,0.5117,1
202599,true,0.2618,1
202602,true,0.4343,1
202605,false,0.2245,1
202611,false,0.2008,1
202614,false,0.2923,1
202617,false,0.2563,1
202620,true,0.5210,1
202632,true,0.4358,1
202638,false,0.4121,1
202641,true,0.2376,1
202647,true,0.2573,1
202650,true,0.3887,1
202653,false,0.2079,1
